org,district,name,short_name,cfa_grp_name
FRV,Western,Point Cook,FS58,,
FRV,Western,Derrimut,FS59,,
FRV,Western,Lara,FS61,,
FRV,Western,Corio,FS62,,
FRV,Western,Geelong City,FS63,,
FRV,Western,Belmont,FS64,,
FRV,Western,Ocean Grove,FS66,,
FRV,North & West Regional,Ballarat City,FS67,,
FRV,North & West Regional,Lucas,FS68,,
FRV,North & West Regional,Warrnambool,FS70,,
FRV,North & West Regional,Portland,FS71,,
FRV,North & West Regional,Mildura,FS72,,
FRV,North & West Regional,Bendigo,FS73,,
FRV,South & East Regional,Wangaratta,FS74,,
FRV,South & East Regional,Shepparton,FS75,,
FRV,South & East Regional,Wodonga,FS76,,
FRV,South & East Regional,Traralgon,FS77,,
FRV,South & East Regional,Morwell,FS78,,
FRV,South & East Regional,Latrobe West,FS79,,
FRV,Northern,Craigieburn,FS80,,
FRV,Northern,South Morang,FS81,,
FRV,Eastern,Eltham City,FS82,,
FRV,Eastern,South Warrandyte,FS84,,
FRV,Eastern,Boronia,FS85,,
FRV,Southern,Rowville,FS86,,
FRV,Southern,Dandenong,FS87,,
FRV,Southern,Hallam,FS88,,
FRV,Southern,Springvale,FS89,,
FRV,Southern,Patterson River,FS90,,
FRV,Southern,Frankston,FS91,,
FRV,Southern,Cranbourne,FS92,,
FRV,Southern,Pakenham,FS93,,
FRV,Southern,Mornington,FS94,,
FRV,Southern,Rosebud,FS95,,
FRV,Southern,Clyde North,FS97,,
